ID_REF	VALUE	5455178010_A.Avg_NBEADS	5455178010_A.BEAD_STDERR	5455178010_A.Detection Pval
ILMN_1657701	384.5958	25	15.844	0
ILMN_1664761	597.2059	30	22.37928	0
ILMN_1683470	79.17139	25	3.30002	0.9766234
ILMN_1736863	216.9201	29	8.195483	0
ILMN_1774066	450.0343	20	30.74182	0
ILMN_1732187	112.6796	36	6.399145	0.1857143
ILMN_1708110	142.3186	22	5.798532	0.003896104
ILMN_1789112	137.8435	11	13.02614	0.007792208
ILMN_3243788	118.0748	25	8.699102	0.0987013
ILMN_1803624	421.9295	21	22.37446	0
ILMN_1668333	93.81497	14	7.814574	0.7064935
ILMN_3306972	106.342	27	6.589491	0.3480519
ILMN_1786426	1162.165	28	38.4248	0
ILMN_1785191	87.82586	20	2.850943	0.8584415
ILMN_1685258	961.3558	27	34.0217	0
ILMN_2175131	761.3542	26	35.16075	0
ILMN_1657857	458.8947	20	29.69372	0
ILMN_3244248	431.1424	28	21.44368	0
ILMN_3236468	112.3339	19	8.234601	0.1922078
ILMN_2299612	185.7677	22	13.04284	0
ILMN_1776313	116.9179	18	7.696148	0.1103896
ILMN_1797047	104.0981	21	4.751543	0.4038961
ILMN_1675767	115.0587	16	9.629379	0.1415584
ILMN_2292576	88.82539	12	3.960603	0.8402597
ILMN_1709659	115.9075	24	7.695987	0.1207792
ILMN_1710553	79.43893	20	3.75515	0.9753247
ILMN_3247088	103.6286	26	5.964341	0.4116883
ILMN_2088124	111.3184	22	8.957346	0.2155844
ILMN_1683494	113.4971	15	9.306651	0.1623377
ILMN_1809947	112.8428	15	10.16776	0.1792208
ILMN_2095660	251.8537	29	11.68181	0
ILMN_1810374	96.07911	20	6.976924	0.6441559
ILMN_1792455	86.7574	26	4.633716	0.8844156
ILMN_1655876	119.2159	30	4.548296	0.09220779
ILMN_2042941	122.1923	21	6.693764	0.07012987
ILMN_1704024	540.4576	23	42.36079	0
ILMN_1708900	98.96098	22	4.914041	0.5519481
ILMN_1807580	117.1536	12	8.679962	0.1090909
ILMN_1751901	93.40493	17	7.291948	0.7181818
ILMN_2208373	138.316	17	9.138984	0.007792208
ILMN_1773935	179.5259	29	7.585017	0
ILMN_1702973	110.6838	25	9.69087	0.2246753
ILMN_1742813	332.9944	20	17.1802	0
ILMN_3251560	570.6824	24	32.86291	0
ILMN_1795893	461.1263	18	33.24757	0
ILMN_1758679	167.6267	29	6.553065	0
ILMN_1813796	107.7895	21	8.542544	0.3038961
ILMN_1717909	100.7298	16	5.40084	0.5051948
ILMN_2091310	88.0826	18	5.485884	0.8532467
ILMN_1699121	92.33668	20	4.310807	0.7493507
ILMN_2049672	93.0694	22	3.517317	0.7246753
ILMN_1745134	108.3114	20	7.543684	0.2948052
ILMN_1748874	99.3179	29	3.960988	0.5467532
ILMN_2210386	2758.77	18	168.362	0
ILMN_1783583	106.2504	26	7.043567	0.3519481
ILMN_2212590	251.2371	20	12.10709	0
ILMN_3236428	375.5973	21	23.15103	0
ILMN_1728009	86.09466	16	4.708142	0.8974026
ILMN_2145116	140.2425	23	8.7925	0.005194805
ILMN_1776263	104.2585	26	6.592649	0.4
ILMN_1654629	363.0378	16	16.47312	0
ILMN_1791511	99.63844	17	6.014358	0.5389611
ILMN_2085012	84.54784	27	3.501666	0.9168831
ILMN_1756402	97.83675	32	4.224242	0.5909091
ILMN_2104295	103.8663	23	5.699637	0.4064935
ILMN_1678403	98.23313	28	3.958088	0.5792208
ILMN_1810092	90.84478	23	4.255573	0.7909091
ILMN_3241979	267.9596	23	14.23743	0
ILMN_1772700	138.523	24	10.42744	0.007792208
ILMN_2123871	127.2086	22	9.334294	0.03896104
ILMN_1808566	102.5351	18	6.472952	0.4493507
ILMN_1710078	483.3322	11	31.92904	0
ILMN_1806801	97.47895	15	3.376785	0.6
ILMN_1752589	1110.581	21	57.80324	0
ILMN_3251388	118.454	21	7.687958	0.09740259
ILMN_2172269	995.2447	21	37.41467	0
ILMN_1815937	77.47197	22	3.182039	0.9883117
ILMN_1747460	249.9666	25	10.33292	0
ILMN_3237779	260.5739	24	12.31158	0
ILMN_2140389	173.8387	28	6.940721	0
ILMN_1738276	200.7494	23	13.49168	0
ILMN_2231020	228.0478	24	12.71518	0
ILMN_2231021	168.9356	24	14.83494	0
ILMN_2230998	143.7598	18	10.975	0.002597403
ILMN_3242211	152.8129	20	8.423807	0.001298701
ILMN_1653134	412.633	17	22.29401	0
ILMN_2162989	277.2226	28	12.22291	0
ILMN_1789732	167.3092	26	9.457496	0
ILMN_1749212	130.3718	22	8.442846	0.02857143
ILMN_1677446	112.826	24	5.35651	0.1792208
ILMN_2368713	386.0429	23	24.62585	0
ILMN_3251207	189.0331	19	11.46271	0
ILMN_1693333	146.2558	22	8.589491	0.001298701
ILMN_1815773	99.46194	20	5.677152	0.5402597
ILMN_3228529	435.6976	27	27.24957	0
ILMN_1682894	219.4069	27	16.29912	0
ILMN_1651660	97.29484	21	3.970623	0.6025974
ILMN_1794989	106.7415	22	8.029808	0.3337662
ILMN_1687266	207.6458	24	12.31695	0
ILMN_3304906	101.1719	24	5.630277	0.4948052
ILMN_3228301	111.3547	20	8.553321	0.2142857
ILMN_1780618	152.3603	19	11.29431	0.001298701
ILMN_2131336	469.2903	16	41.69753	0
ILMN_3306440	596.1635	25	39.7844	0
ILMN_3228822	892.9153	26	39.19176	0
ILMN_3244954	110.3281	20	6.704212	0.238961
ILMN_1812678	99.58719	20	5.258526	0.5389611
ILMN_2125084	77.72865	28	3.080983	0.9857143
ILMN_1688637	93.98331	21	4.884568	0.7051948
ILMN_1748481	219.9547	18	13.19931	0
ILMN_1784661	116.4316	18	9.020962	0.1168831
ILMN_1690464	87.28996	24	3.206783	0.874026
ILMN_1725387	105.8854	22	5.970328	0.3623376
ILMN_1682231	106.2938	17	6.943199	0.3506494
ILMN_2236726	94.52985	18	5.75198	0.6844156
ILMN_1710536	108.3931	14	8.720481	0.2922078
ILMN_1749376	90.22955	26	3.990999	0.8051948
ILMN_1738420	84.44432	27	3.268824	0.9194805
ILMN_1788349	113.8289	13	4.760216	0.1558442
ILMN_2245523	132.0095	26	9.386703	0.02077922
ILMN_2073010	301.1539	28	18.62104	0
ILMN_2073012	313.2044	26	18.67062	0
ILMN_3241657	95.58398	24	5.032481	0.6597403
ILMN_1730734	1444.787	21	57.03241	0
ILMN_3247821	315.026	21	12.38365	0
ILMN_1704022	97.59229	23	5.457961	0.5961039
ILMN_3239055	515.6743	38	19.85223	0
ILMN_1748926	295.8958	21	18.89862	0
ILMN_1676257	91.08314	24	5.917498	0.7857143
ILMN_1739126	105.5779	23	7.234467	0.3688312
ILMN_3297644	222.9736	25	13.3524	0
ILMN_3245370	111.8182	16	10.58392	0.2064935
ILMN_1732577	280.0752	14	22.55902	0
ILMN_3237381	101.9151	22	9.269129	0.4688312
ILMN_1756238	109.2421	24	6.130395	0.2727273
ILMN_1651535	109.0725	19	5.488441	0.2766234
ILMN_2395856	408.4139	15	30.60591	0
ILMN_1815412	114.5753	15	5.457002	0.1441558
ILMN_1737644	279.2169	18	18.20714	0
ILMN_1728202	86.03998	16	4.547614	0.8974026
ILMN_2105549	106.4669	29	5.678979	0.3428572
ILMN_1793632	178.7103	25	13.06892	0
ILMN_1749516	88.99004	20	4.05697	0.8363636
ILMN_3234828	88.71857	24	5.57056	0.8428571
ILMN_2394523	106.4861	25	5.550858	0.3415585
ILMN_3230546	99.97205	18	8.340506	0.5298702
ILMN_3242676	90.18232	33	3.828565	0.8064935
ILMN_1651745	107.4617	14	8.800964	0.3116883
ILMN_1809639	95.57681	18	5.378619	0.6597403
ILMN_1772894	102.6433	24	4.290732	0.4467532
ILMN_1735680	870.9796	23	60.95333	0
ILMN_1752935	110.9639	16	10.14442	0.2233766
ILMN_1710312	92.17693	18	5.70823	0.7571428
ILMN_1760620	160.2072	30	8.511541	0
ILMN_1714717	95.86887	17	4.982316	0.6532468
ILMN_2227266	122.957	23	7.197627	0.06623377
ILMN_1670672	91.35989	30	4.573376	0.774026
ILMN_1765584	109.0858	20	7.586805	0.2766234
ILMN_2093980	117.3979	23	6.778049	0.1064935
ILMN_1669940	337.4383	22	20.83277	0
ILMN_1770373	178.1985	15	5.057703	0
ILMN_2212714	293.5205	29	12.40107	0
ILMN_2123402	263.234	27	15.36487	0
ILMN_2149292	88.77816	28	2.914629	0.8402597
ILMN_1685602	138.6449	23	5.912571	0.006493506
ILMN_1678004	1600.008	20	100.4264	0
ILMN_1760245	250.8069	21	16.91037	0
ILMN_1698605	825.4762	27	41.78942	0
ILMN_1688848	122.1483	14	10.63861	0.07012987
ILMN_2388070	117.9431	33	5.913383	0.0987013
ILMN_1770922	146.5216	18	13.05699	0.001298701
ILMN_2148913	139.9899	16	7.652427	0.006493506
ILMN_1771120	101.4366	21	6.270627	0.4818182
ILMN_2129234	104.9087	17	6.437237	0.3792208
ILMN_1749930	154.114	16	10.61623	0.001298701
ILMN_1692754	2166.384	26	89.82745	0
ILMN_1689704	607.775	32	22.5688	0
ILMN_1745368	170.645	16	8.048923	0
ILMN_2047599	209.7587	25	5.247876	0
ILMN_1757391	148.2359	26	11.11361	0.001298701
ILMN_1674985	325.577	27	18.77153	0
ILMN_1668246	111.6882	27	6.449177	0.2116883
ILMN_1688041	107.0209	22	8.095183	0.3220779
ILMN_2059689	125.4116	32	7.787824	0.04415584
ILMN_1752117	103.8358	23	5.6122	0.4077922
ILMN_1770742	269.0713	22	8.102662	0
ILMN_1782429	88.59422	19	5.719032	0.8467532
ILMN_1718831	230.6572	22	9.882549	0
ILMN_1792508	1155.77	22	37.89282	0
ILMN_3245912	113.087	19	6.036303	0.174026
ILMN_1752213	728.2832	24	31.07935	0
ILMN_1667115	100.1366	15	6.396393	0.5233766
ILMN_1745807	127.6576	20	6.013684	0.03636364
ILMN_1719649	113.6351	26	7.872787	0.1623377
ILMN_1728349	211.9227	24	17.88454	0
ILMN_1792094	88.54778	20	5.352573	0.848052
ILMN_1682113	139.5665	16	15.00873	0.006493506
ILMN_2150402	84.9396	14	3.808501	0.912987
ILMN_2068122	109.381	23	5.905093	0.2701299
ILMN_1780141	3131.791	19	153.6418	0
ILMN_2054053	103.8745	22	6.65685	0.4064935
ILMN_1705049	129.1803	18	9.145932	0.03116883
ILMN_1702244	99.00288	27	5.179183	0.5519481
ILMN_1681972	400.29	16	19.21685	0
ILMN_3251312	1341.02	21	83.62985	0
ILMN_1739032	127.4876	19	8.240192	0.03636364
ILMN_2373010	170.2641	27	12.64223	0
ILMN_1674402	91.19869	29	4.344918	0.7818182
ILMN_3236900	106.4696	43	4.535833	0.3428572
ILMN_2066534	116.2309	19	6.917671	0.1181818
ILMN_2224765	100.6255	21	5.853844	0.512987
ILMN_1752998	102.6857	32	5.999113	0.4428571
ILMN_1808634	131.995	27	6.65014	0.02077922
ILMN_2090802	308.4778	23	22.34882	0
ILMN_1741371	200.4282	28	7.627141	0
ILMN_1708482	176.2747	25	9.69105	0
ILMN_1689868	169.5678	18	12.30629	0
ILMN_1686827	110.004	20	6.914064	0.2493507
ILMN_1706718	93.76378	27	4.181496	0.7103896
ILMN_1725971	92.46299	23	3.750375	0.7402598
ILMN_1703648	95.71707	26	4.102655	0.6571429
ILMN_3307002	107.9432	30	5.907072	0.2987013
ILMN_1770978	93.17301	29	4.909287	0.7207792
ILMN_1665876	108.4626	17	6.410459	0.2883117
ILMN_1798874	621.4807	23	33.10497	0
ILMN_1797021	105.8883	29	6.344844	0.3623376
ILMN_2049417	173.021	26	6.711127	0
ILMN_1716816	2343.997	29	83.78615	0
ILMN_1679693	93.44056	22	4.769927	0.7181818
ILMN_1757129	102.1008	22	8.694085	0.4623377
ILMN_1694339	121.8393	23	6.695307	0.07142857
ILMN_2318459	122.2913	24	7.270589	0.07012987
ILMN_1686748	165.4636	25	10.37452	0
ILMN_3238323	96.48914	20	6.769847	0.635065
ILMN_2206474	85.46165	22	4.802769	0.9051948
ILMN_2211065	322.4716	15	18.8676	0
ILMN_2092223	83.49729	22	3.520695	0.9350649
ILMN_2405592	394.5854	18	24.24066	0
ILMN_1794560	152.861	24	7.285598	0.001298701
ILMN_1758674	2146.615	17	125.5074	0
ILMN_1766422	92.51355	16	7.830363	0.738961
ILMN_1710962	1214.935	24	42.60282	0
ILMN_1753890	296.5803	19	20.62038	0
ILMN_1779182	94.98154	27	6.241943	0.6714286
ILMN_1652456	103.2141	20	5.870698	0.425974
ILMN_1758173	147.6646	16	10.37091	0.001298701
ILMN_1899936	124.2771	18	7.71782	0.05194805
ILMN_2100815	447.4099	24	15.11214	0
ILMN_1661142	227.6575	25	10.19967	0
ILMN_1862302	139.6905	19	16.21068	0.006493506
ILMN_1726745	106.5007	28	4.963937	0.3415585
ILMN_1771467	125.3543	26	10.54823	0.04545455
ILMN_2160577	114.3577	23	8.158131	0.1493506
ILMN_1683575	115.0901	28	5.133848	0.1402597
ILMN_1677228	179.1007	22	15.7587	0
ILMN_1707002	108.3175	31	6.010986	0.2948052
ILMN_1736911	104.6901	28	5.755733	0.3896104
ILMN_3250273	102.1487	23	6.148052	0.4610389
ILMN_1652780	90.82547	24	4.263781	0.7922078
ILMN_3251132	100.7709	26	6.08462	0.5051948
ILMN_1809484	148.8474	20	8.185303	0.001298701
ILMN_1687865	102.0369	13	7.53435	0.4636364
ILMN_1794163	116.3817	20	6.356294	0.1168831
ILMN_1677747	99.18021	28	2.992806	0.5493507
ILMN_1768816	96.44197	16	4.962811	0.6363636
ILMN_1795340	105.2076	25	8.038009	0.3753247
ILMN_1712162	122.876	24	6.354074	0.06623377
ILMN_1748675	116.9418	18	9.785392	0.1103896
ILMN_1746928	94.49426	32	6.159736	0.687013
ILMN_1740007	101.109	26	5.120847	0.4974026
ILMN_3235723	100.9127	23	4.301055	0.5012987
ILMN_1742586	96.74569	17	8.842672	0.6272727
ILMN_2203147	121.5813	12	6.642772	0.07142857
ILMN_2203149	103.7725	20	6.762659	0.4090909
ILMN_1671154	123.6547	11	12.2673	0.06233766
ILMN_1791123	104.4273	23	5.812849	0.3935065
ILMN_1675677	113.0569	27	7.7484	0.1753247
ILMN_1680735	86.81738	24	3.530073	0.8844156
ILMN_2358474	105.3043	23	5.71011	0.374026
ILMN_1700475	97.24291	22	5.763689	0.6038961
ILMN_1741768	87.37914	25	3.706807	0.8714285
ILMN_1706021	96.43844	18	5.971127	0.6363636
ILMN_1687358	91.82498	24	4.056099	0.7623377
ILMN_1739214	95.69	25	4.211616	0.6571429
ILMN_1725014	115.3347	27	8.630106	0.1350649
ILMN_2041648	116.8511	20	7.529803	0.1103896
ILMN_1747932	111.7027	25	6.692448	0.2116883
ILMN_1770387	108.9469	19	5.887461	0.2805195
ILMN_1812392	10022.4	17	521.9011	0
ILMN_1681737	95.33023	20	7.111194	0.6649351
ILMN_2222688	85.55262	22	4.842849	0.9051948
ILMN_1683271	25334.86	25	1088.275	0
ILMN_1776195	97.83635	29	5.52061	0.5909091
ILMN_3240316	6737.945	21	338.9168	0
ILMN_1699251	89.67119	18	4.746844	0.8194805
ILMN_1811426	92.03631	21	6.649779	0.761039
ILMN_1805645	98.01343	20	6.168588	0.5883117
ILMN_1732566	102.0817	19	6.029586	0.4636364
ILMN_2119555	130.6593	29	7.500195	0.02727273
ILMN_2344182	81.96378	25	3.194588	0.9571428
ILMN_2259223	114.4299	21	7.078666	0.1454545
ILMN_1762095	87.89495	22	4.377848	0.8571429
ILMN_1666050	618.5925	31	28.12533	0
ILMN_1657864	398.3782	22	16.28846	0
ILMN_1698427	96.715	22	4.391958	0.6285715
ILMN_2311779	830.8378	31	38.53573	0
ILMN_3251293	106.2625	15	6.362055	0.3506494
ILMN_1691181	2005.677	21	68.72595	0
ILMN_2047206	293.8946	24	15.62521	0
ILMN_1702759	103.4814	17	6.640278	0.4181818
ILMN_2204754	126.1877	18	7.655562	0.04155844
ILMN_1719759	106.0956	14	8.262053	0.3571429
ILMN_2145670	138.6534	18	9.444065	0.006493506
ILMN_1675354	243.3686	21	15.76615	0
ILMN_1728106	2230.367	24	110.9018	0
ILMN_1655429	326.5072	17	16.06897	0
ILMN_1727689	792.6434	23	51.01042	0
ILMN_1702691	2706.78	21	121.4275	0
ILMN_1785732	133.3373	25	8.097891	0.01428571
ILMN_2123217	90.92215	20	3.132701	0.7883117
ILMN_2414325	383.9527	17	21.40974	0
ILMN_1749375	90.09683	11	3.894963	0.8103896
ILMN_1684346	142.9091	21	10.4477	0.003896104
ILMN_1744113	108.8607	20	6.645884	0.2818182
ILMN_1682099	101.91	16	8.989497	0.4701299
ILMN_1721316	98.11045	20	4.39283	0.5831169
ILMN_2331010	102.5115	19	5.388121	0.4493507
ILMN_1812915	116.1202	22	9.080624	0.1194805
ILMN_1699265	642.6802	24	30.91368	0
ILMN_1672114	109.59	20	5.198336	0.2623377
ILMN_1666022	120.1247	14	9.656093	0.07922078
ILMN_1698952	116.3803	15	6.474234	0.1168831
ILMN_1676663	86.12314	19	3.668815	0.8974026
ILMN_1689004	161.1702	20	11.48497	0
ILMN_1759075	106.059	20	6.883016	0.3584416
ILMN_1731742	87.05575	28	3.491951	0.8779221
ILMN_1697409	1665.848	28	68.19199	0
ILMN_1768016	93.58247	35	3.687066	0.7142857
ILMN_2349633	269.1765	27	12.38066	0
ILMN_1743100	266.9872	31	20.00142	0
ILMN_1783244	89.68561	20	4.506414	0.8194805
ILMN_1704154	136.5664	23	12.33471	0.01298701
ILMN_2379823	93.70185	23	5.836923	0.712987
ILMN_1714757	90.38725	19	4.166546	0.7974026
ILMN_1685005	702.1414	22	35.92148	0
ILMN_1764788	1050.189	22	53.74668	0
ILMN_1699695	282.4372	24	10.41096	0
ILMN_2299661	108.5198	30	8.058162	0.2883117
ILMN_1765109	97.61486	26	4.341193	0.5961039
ILMN_2112256	2747.191	28	106.9216	0
ILMN_1710204	309.6933	23	24.83901	0
ILMN_2331232	107.7628	35	5.394213	0.3064935
ILMN_1661825	89.56741	24	4.861738	0.8233766
ILMN_2331231	106.9209	23	4.634011	0.3220779
ILMN_1770711	89.34101	28	5.303967	0.825974
ILMN_1659257	114.2724	18	9.955421	0.151948
ILMN_1813379	296.6638	21	13.10775	0
ILMN_1801307	960.1649	22	72.13068	0
ILMN_1695900	88.53381	17	6.74352	0.848052
ILMN_1673175	129.938	20	11.6364	0.02987013
ILMN_1658713	95.66011	26	3.951947	0.6571429
ILMN_1683700	179.4945	24	8.694011	0
ILMN_1680003	112.4532	23	7.881675	0.1896104
ILMN_1670188	107.4303	28	6.560139	0.312987
ILMN_2399190	102.0515	24	6.824456	0.4636364
ILMN_1784264	117.25	22	5.041595	0.1077922
ILMN_1758418	849.6478	25	36.73849	0
ILMN_2066858	2433.603	23	99.47594	0
ILMN_1655414	91.51707	24	6.06671	0.7688312
ILMN_1661343	75.57783	17	4.274818	0.9961039
ILMN_2363392	1681.991	24	78.08348	0
ILMN_1759501	107.5648	13	3.705978	0.3090909
ILMN_2106380	233.0637	18	10.92535	0
ILMN_1738335	102.3437	24	7.783046	0.4584416
ILMN_1746175	140.3036	23	7.884222	0.005194805
ILMN_2089875	312.2772	25	15.28769	0
ILMN_1761778	123.4761	21	9.796676	0.06363636
ILMN_1751464	345.7888	21	25.97917	0
ILMN_1687442	81.17602	22	3.583884	0.9636363
ILMN_1703650	1058.878	19	57.20748	0
ILMN_2168933	276.9948	26	12.9521	0
ILMN_1707591	99.94049	22	6.331989	0.5298702
ILMN_1724096	120.3203	15	8.124377	0.07792208
ILMN_1669703	1528.094	19	71.57085	0
ILMN_1747358	113.357	24	6.968042	0.1636364
ILMN_1754708	112.7264	15	7.306624	0.1857143
ILMN_1657891	130.7353	27	5.167089	0.02597403
ILMN_1690826	98.97475	30	4.248635	0.5519481
ILMN_1763269	98.62584	9	13.55533	0.5727273
ILMN_1763587	97.94075	23	6.688852	0.5896104
ILMN_1753789	110.8779	21	7.286183	0.2233766
ILMN_1809842	109.2283	17	12.12178	0.2727273
ILMN_1693428	83.45882	23	4.863128	0.9363636
ILMN_1690050	92.39083	27	5.022692	0.7480519
ILMN_2169261	267.3888	31	13.50216	0
ILMN_1768637	87.48709	20	3.746353	0.8701299
ILMN_1799141	119.1229	20	10.58873	0.09350649
ILMN_2115991	95.50816	21	7.313388	0.6623377
ILMN_2341132	102.7224	22	5.939893	0.4428571
ILMN_1664071	104.2931	21	7.671395	0.3987013
ILMN_2334080	109.5823	25	4.712329	0.2623377
ILMN_1720231	88.75967	18	1.734349	0.8402597
ILMN_2150797	99.84302	17	7.626845	0.5324675
ILMN_1795250	106.7791	23	6.062957	0.3311688
ILMN_1837935	209.3817	18	12.4066	0
ILMN_1763627	164.8482	21	13.28502	0
ILMN_1699820	83.88295	22	5.102225	0.9311689
ILMN_1786347	466.2011	28	23.18883	0
ILMN_1656066	1511.104	26	66.83242	0
ILMN_1683811	539.5533	25	22.99103	0
ILMN_1806492	102.011	26	5.57756	0.4675325
ILMN_1750718	213.4052	20	17.25551	0
ILMN_1678329	176.9686	17	11.66121	0
ILMN_1766975	103.287	25	5.757983	0.4246753
ILMN_1681234	114.964	28	7.777667	0.1415584
ILMN_1739573	97.33556	17	6.695527	0.6025974
ILMN_1714622	319.9628	21	17.85857	0
ILMN_1752409	84.57706	17	3.562073	0.9168831
ILMN_1726786	558.1755	14	21.69867	0
ILMN_1771201	92.06939	15	3.907287	0.761039
ILMN_1725739	87.77866	26	3.4937	0.8623376
ILMN_2094424	93.66109	16	4.253675	0.7142857
ILMN_1746871	120.9834	22	8.783301	0.07532468
ILMN_1732808	96.37025	17	4.720333	0.6376624
ILMN_1807919	123.8374	21	6.298148	0.05974026
ILMN_1667893	620.6032	27	19.78546	0
ILMN_1716370	92.32671	28	4.522275	0.7493507
ILMN_2115350	115.3047	15	5.325471	0.1376623
ILMN_1684614	102.5312	24	7.156989	0.4493507
ILMN_1708615	109.4227	23	7.050565	0.2701299
ILMN_1672004	198.4801	29	7.195631	0
ILMN_1748884	273.9248	20	25.34751	0
ILMN_1660938	122.7865	27	6.787591	0.06753246
ILMN_1765523	145.7503	14	10.09503	0.001298701
ILMN_2082314	1192.522	28	56.51576	0
ILMN_1813148	152.3403	19	10.00673	0.001298701
ILMN_1802642	79.72253	25	4.48873	0.9727273
ILMN_1686261	93.02241	21	4.442301	0.7246753
ILMN_1711109	124.5026	21	10.62478	0.05194805
ILMN_1655068	170.9456	22	8.248516	0
ILMN_1679796	384.3672	25	18.70685	0
ILMN_3251472	1732.012	19	77.78047	0
ILMN_3245697	116.5615	21	10.11125	0.1142857
ILMN_1714623	421.1342	34	23.74886	0
ILMN_1721128	1054.987	23	62.97408	0
ILMN_1683475	888.2855	23	34.51333	0
ILMN_2065606	167.5226	26	7.82654	0
ILMN_1711526	117.353	29	6.665669	0.1077922
ILMN_1808661	420.3809	18	32.64615	0
ILMN_3235113	1331.327	21	96.38988	0
ILMN_1674069	5113.407	20	210.3731	0
ILMN_2087060	3717.486	29	112.6522	0
ILMN_1746426	710.844	27	30.55827	0
ILMN_3298348	107.9784	31	6.30548	0.2987013
ILMN_2192316	221.2562	20	16.92898	0
ILMN_1763419	101.2025	27	4.83448	0.4909091
ILMN_2405628	212.0185	22	13.25162	0
ILMN_2293374	101.9722	24	6.456919	0.4675325
ILMN_1683740	115.9908	16	8.509301	0.1194805
ILMN_1796508	115.8235	18	9.353489	0.1272727
ILMN_1802922	98.00979	25	4.129461	0.5883117
ILMN_2086952	137.3599	23	10.42949	0.007792208
ILMN_2043109	394.8358	17	14.8367	0
ILMN_1686097	90.93101	27	3.646934	0.787013
ILMN_1777663	577.9065	24	28.12521	0
ILMN_2072973	347.8217	18	19.73232	0
ILMN_1700487	122.3467	14	8.089229	0.06883117
ILMN_1765021	201.0641	24	8.733642	0
ILMN_1684929	727.2158	24	42.97707	0
ILMN_1749218	196.138	20	13.6451	0
ILMN_2122669	126.5159	20	6.665547	0.04155844
ILMN_1805812	299.8811	22	16.10879	0
ILMN_1729318	420.5389	18	15.19239	0
ILMN_2141941	608.4688	18	40.36974	0
ILMN_2113938	238.8866	19	17.4257	0
ILMN_1758057	156.6398	25	8.272665	0
ILMN_1724333	965.7327	18	58.70242	0
ILMN_2177832	122.5463	25	9.175332	0.06753246
ILMN_1768181	688.54	35	49.9064	0
ILMN_1788886	82.89481	24	3.50853	0.9480519
ILMN_3298423	123.5917	21	6.47471	0.06363636
ILMN_3230215	122.0081	32	7.742066	0.07012987
ILMN_2413833	101.4331	22	6.221287	0.4818182
ILMN_1743131	389.549	21	31.56262	0
ILMN_1779356	152.3939	13	9.124595	0.001298701
ILMN_1704576	106.8818	12	11.38737	0.3246753
ILMN_2099745	107.7505	29	7.830957	0.3064935
ILMN_1658469	107.7723	13	5.618533	0.3064935
ILMN_1664440	441.8647	27	20.7	0
ILMN_1779706	395.204	13	27.25344	0
ILMN_2270299	169.1127	23	12.76283	0
ILMN_1715669	160.7287	22	13.30321	0
ILMN_2412624	131.6484	14	11.0393	0.02337662
ILMN_1666178	792.9664	27	36.28107	0
ILMN_2358919	111.4042	15	7.182806	0.2142857
ILMN_1651967	91.10228	20	4.782055	0.7844156
ILMN_2214197	134.3132	24	5.247875	0.01428571
ILMN_1714108	239.9176	22	20.03936	0
ILMN_1686906	235.1324	19	12.57614	0
ILMN_1764851	195.2216	15	10.43348	0
ILMN_3236112	104.5492	27	5.031325	0.3909091
ILMN_1699389	100.2199	26	5.103463	0.5207792
ILMN_1663932	83.12653	15	3.382702	0.9467533
ILMN_2159152	110.8118	26	7.118638	0.2233766
ILMN_1722091	109.6065	24	7.054223	0.2623377
ILMN_3305055	102.5665	23	5.23167	0.4493507
ILMN_3224962	100.4256	24	6.244785	0.5181818
ILMN_1778188	86.53184	17	6.546637	0.8896104
ILMN_2138801	100.3996	15	6.107836	0.5194805
ILMN_3247223	100.1482	24	5.437391	0.5233766
ILMN_1737805	95.02211	30	3.619824	0.6688312
ILMN_1726873	172.0355	24	7.614561	0
ILMN_1693367	141.7917	23	12.67249	0.003896104
ILMN_2381064	211.5557	18	17.27832	0
ILMN_1681646	84.34573	11	5.547688	0.9194805
ILMN_1714383	125.5843	23	8.483924	0.04415584
ILMN_1670719	90.78822	16	5.339118	0.7922078
ILMN_2337923	100.0285	24	5.378517	0.5298702
ILMN_2323633	184.1646	28	9.633282	0
ILMN_1699570	646.9907	25	22.57495	0
ILMN_1738395	105.6691	12	3.69891	0.3662338
ILMN_1696867	81.99911	26	3.794131	0.9571428
ILMN_1673190	93.16106	27	5.219394	0.7220779
ILMN_1679115	87.79238	28	4.180303	0.8597403
ILMN_1734352	91.99453	20	5.86479	0.761039
ILMN_1707627	5025.309	16	389.5142	0
ILMN_2181191	5058.186	24	328.8245	0
ILMN_1804629	151.2205	19	4.638454	0.001298701
ILMN_2367063	105.2052	15	6.654203	0.3753247
ILMN_1716687	97.06712	18	8.466633	0.6168831
ILMN_1685339	104.1414	15	6.860765	0.4025974
ILMN_2278152	90.09126	23	3.874048	0.8103896
ILMN_2360710	115.8415	26	4.951734	0.1272727
ILMN_1789196	1071.468	19	46.32027	0
ILMN_1789624	88.85513	21	3.694173	0.8389611
ILMN_1757604	592.45	16	23.99401	0
ILMN_1697567	135.1594	26	7.305919	0.01428571
ILMN_2353754	114.8502	16	6.546424	0.1415584
ILMN_1747696	103.1821	10	9.160746	0.4285714
ILMN_2140974	156.1128	17	18.04573	0
ILMN_1653180	104.2942	24	4.920559	0.3987013
ILMN_1740185	289.2428	20	16.18913	0
ILMN_2357155	85.10674	22	4.201241	0.9103896
ILMN_2355423	95.47657	22	6.595543	0.6623377
ILMN_1729234	1120.435	25	34.20828	0
ILMN_1667657	142.8415	21	8.458841	0.003896104
ILMN_2128358	94.65689	25	3.997623	0.6831169
